2019-05-24T21:34:36.781887  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 0
25-05-2019--18-35-40  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
25-05-2019--18-35-40  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--18-35-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--18-35-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-35-42  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-35-42  -  [DB] database returned None for page_id: Býleistr, passage_idx: 0
25-05-2019--18-35-42  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
25-05-2019--18-35-42  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-35-43  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--18-35-44  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--18-35-44  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-35-44  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--18-35-44  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 19
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Andy_García, passage_idx: 1
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Andy_García, passage_idx: 0
25-05-2019--18-35-45  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-35-46  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-35-47  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-35-47  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
25-05-2019--18-35-48  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-35-49  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--18-35-52  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-35-53  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-35-53  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--18-35-54  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-35-54  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--18-35-54  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-35-54  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--18-35-54  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-35-55  -  [DB] database returned None for page_id: Māui_-LRB-mythology-RRB-, passage_idx: 7
25-05-2019--18-35-57  -  [DB] database returned None for page_id: B'Day_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--18-35-57  -  [DB] database returned None for page_id: 4_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 11
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 10
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé_-LRB-album-RRB-, passage_idx: 0
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 9
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 3
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Lemonade_-LRB-Beyoncé_album-RRB-, passage_idx: 0
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 6
25-05-2019--18-35-57  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-35-58  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-35-59  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-36-01  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 0
25-05-2019--18-36-01  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--18-36-02  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--18-36-03  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-36-03  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 5
25-05-2019--18-36-03  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-03  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--18-36-03  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-36-04  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-36-04  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--18-36-04  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--18-36-04  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 6
25-05-2019--18-36-04  -  [DB] database returned None for page_id: Jean-Claude_Mézières, passage_idx: 7
25-05-2019--18-36-05  -  [DB] database returned None for page_id: Ólafur_Arnalds, passage_idx: 0
25-05-2019--18-36-05  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--18-36-05  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--18-36-06  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 0
25-05-2019--18-36-07  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-36-09  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-36-09  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--18-36-10  -  [DB] database returned None for page_id: Paraná_River, passage_idx: 1
25-05-2019--18-36-11  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 7
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 8
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 19
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 9
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 10
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 0
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 22
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 23
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 13
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 3
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 14
25-05-2019--18-36-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 16
25-05-2019--18-36-14  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-14  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-36-15  -  [DB] database returned None for page_id: 13_Vendémiaire, passage_idx: 1
25-05-2019--18-36-15  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-36-16  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-16  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-36-17  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--18-36-17  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--18-36-17  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-17  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 3
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-36-18  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 18
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 3
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 8
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 2
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 15
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 1
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 14
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 13
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 7
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 12
25-05-2019--18-36-18  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 6
25-05-2019--18-36-19  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-19  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-36-21  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--18-36-21  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-36-22  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
25-05-2019--18-36-23  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--18-36-23  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--18-36-25  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--18-36-25  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-36-25  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
25-05-2019--18-36-26  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--18-36-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-28  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 11
25-05-2019--18-36-28  -  [DB] database returned None for page_id: Zlatan_Ibrahimović, passage_idx: 10
25-05-2019--18-36-29  -  [DB] database returned None for page_id: Paris_Métro, passage_idx: 8
25-05-2019--18-36-29  -  [DB] database returned None for page_id: Musée_d'Orsay, passage_idx: 5
25-05-2019--18-36-32  -  [DB] database returned None for page_id: Copa_América, passage_idx: 0
25-05-2019--18-36-32  -  [DB] database returned None for page_id: Copa_América, passage_idx: 1
25-05-2019--18-36-32  -  [DB] database returned None for page_id: 2011_Copa_América, passage_idx: 0
25-05-2019--18-36-33  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-36-33  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
25-05-2019--18-36-33  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 13
25-05-2019--18-36-33  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 19
25-05-2019--18-36-33  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-36-34  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-36-34  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--18-36-34  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--18-36-34  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--18-36-35  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--18-36-36  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-36-36  -  [DB] database returned None for page_id: Björk, passage_idx: 16
25-05-2019--18-36-36  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--18-36-36  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--18-36-39  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--18-36-39  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 1
25-05-2019--18-36-39  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--18-36-39  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--18-36-41  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-36-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-41  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-42  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-36-43  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--18-36-43  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-43  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-36-43  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--18-36-44  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--18-36-44  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-45  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 15
25-05-2019--18-36-45  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--18-36-45  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-45  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 10
25-05-2019--18-36-48  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-48  -  [DB] database returned None for page_id: Éomer, passage_idx: 0
25-05-2019--18-36-49  -  [DB] database returned None for page_id: François_Truffaut, passage_idx: 4
25-05-2019--18-36-49  -  [DB] database returned None for page_id: As_Máscaras, passage_idx: 0
25-05-2019--18-36-50  -  [DB] database returned None for page_id: Lasse_Hallström, passage_idx: 1
25-05-2019--18-36-50  -  [DB] database returned None for page_id: 2015_Critérium_du_Dauphiné, passage_idx: 0
25-05-2019--18-36-50  -  [DB] database returned None for page_id: 2013_Critérium_International, passage_idx: 0
25-05-2019--18-36-51  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-36-51  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 1
25-05-2019--18-36-51  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-36-51  -  [DB] database returned None for page_id: Grégory_Levasseur, passage_idx: 0
25-05-2019--18-36-52  -  [DB] database returned None for page_id: Condé_Nast, passage_idx: 0
25-05-2019--18-36-52  -  [DB] database returned None for page_id: Les_Misérables_-LRB-2012_film-RRB-, passage_idx: 0
25-05-2019--18-36-52  -  [DB] database returned None for page_id: René_Descartes, passage_idx: 0
25-05-2019--18-36-52  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-36-55  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-36-55  -  [DB] database returned None for page_id: Éomer, passage_idx: 0
25-05-2019--18-36-56  -  [DB] database returned None for page_id: José_María_Chacón, passage_idx: 1
25-05-2019--18-36-57  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--18-36-57  -  [DB] database returned None for page_id: Führer, passage_idx: 1
25-05-2019--18-37-01  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-01  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-02  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--18-37-03  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-03  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--18-37-03  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-04  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-04  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 5
25-05-2019--18-37-04  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-37-04  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
25-05-2019--18-37-04  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-05  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--18-37-06  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-37-06  -  [DB] database returned None for page_id: Atlético_Madrid, passage_idx: 0
25-05-2019--18-37-07  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-37-07  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 3
25-05-2019--18-37-07  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-37-07  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-37-09  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-37-09  -  [DB] database returned None for page_id: Stellan_Skarsgård, passage_idx: 0
25-05-2019--18-37-09  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-09  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 1
25-05-2019--18-37-10  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-11  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
25-05-2019--18-37-11  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 0
25-05-2019--18-37-11  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-37-12  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-37-12  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
25-05-2019--18-37-12  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-13  -  [DB] database returned None for page_id: Peer_Åström, passage_idx: 2
25-05-2019--18-37-15  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 0
25-05-2019--18-37-15  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-15  -  [DB] database returned None for page_id: Penélope_Cruz, passage_idx: 0
25-05-2019--18-37-15  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-37-16  -  [DB] database returned None for page_id: Perla_Farías, passage_idx: 0
25-05-2019--18-37-17  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-37-17  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-17  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-37-19  -  [DB] database returned None for page_id: Gdańsk, passage_idx: 24
25-05-2019--18-37-19  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-37-19  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 0
25-05-2019--18-37-20  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 4
25-05-2019--18-37-21  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
25-05-2019--18-37-21  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 1
25-05-2019--18-37-22  -  [DB] database returned None for page_id: Frédéric_Auguste_Bartholdi, passage_idx: 0
25-05-2019--18-37-23  -  [DB] database returned None for page_id: Julio_Cortázar, passage_idx: 0
25-05-2019--18-37-23  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-24  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-37-24  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-37-25  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--18-37-25  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-25  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-37-26  -  [DB] database returned None for page_id: İstanbul_Başakşehir_F.K., passage_idx: 0
25-05-2019--18-37-26  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-26  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-26  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
25-05-2019--18-37-27  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-27  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-27  -  [DB] database returned None for page_id: Charlotte_Brontë, passage_idx: 0
25-05-2019--18-37-28  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-37-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-28  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-29  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-29  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 6
25-05-2019--18-37-29  -  [DB] database returned None for page_id: Thénardiers, passage_idx: 0
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 1
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Régine_Chassagne, passage_idx: 0
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Sofía_Vergara, passage_idx: 0
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Recep_Tayyip_Erdoğan, passage_idx: 0
25-05-2019--18-37-30  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
25-05-2019--18-37-31  -  [DB] database returned None for page_id: Yolanda_Saldívar, passage_idx: 0
25-05-2019--18-37-32  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-37-32  -  [DB] database returned None for page_id: Night_Attack_at_Târgovişte, passage_idx: 0
25-05-2019--18-37-34  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-34  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 0
25-05-2019--18-37-34  -  [DB] database returned None for page_id: Ātman_-LRB-Hinduism-RRB-, passage_idx: 5
25-05-2019--18-37-35  -  [DB] database returned None for page_id: José_Aldo, passage_idx: 0
25-05-2019--18-37-35  -  [DB] database returned None for page_id: Musée_National_d'Art_Moderne, passage_idx: 1
25-05-2019--18-37-35  -  [DB] database returned None for page_id: François_de_Belleforest, passage_idx: 9
25-05-2019--18-37-35  -  [DB] database returned None for page_id: Sophia_Abrahão, passage_idx: 0
25-05-2019--18-37-36  -  [DB] database returned None for page_id: Les_Misérables_-LRB-2012_film-RRB-, passage_idx: 0
25-05-2019--18-37-37  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 1
25-05-2019--18-37-37  -  [DB] database returned None for page_id: Tré_Cool, passage_idx: 0
25-05-2019--18-37-37  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 9
25-05-2019--18-37-37  -  [DB] database returned None for page_id: Daniela_Hantuchová, passage_idx: 0
25-05-2019--18-37-38  -  [DB] database returned None for page_id: Ólafur_Arnalds, passage_idx: 0
25-05-2019--18-37-38  -  [DB] database returned None for page_id: Christine_Daaé, passage_idx: 0
25-05-2019--18-37-39  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--18-37-39  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-39  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 0
25-05-2019--18-37-39  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 2
25-05-2019--18-37-39  -  [DB] database returned None for page_id: Citadelle_Laferrière, passage_idx: 1
25-05-2019--18-37-40  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 7
25-05-2019--18-37-40  -  [DB] database returned None for page_id: Henri_Poincaré, passage_idx: 0
25-05-2019--18-37-40  -  [DB] database returned None for page_id: Chris_Pérez, passage_idx: 0
25-05-2019--18-37-41  -  [DB] database returned None for page_id: Caché_-LRB-film-RRB-, passage_idx: 0
25-05-2019--18-37-43  -  [DB] database returned None for page_id: Beyoncé, passage_idx: 19
25-05-2019--18-37-43  -  [DB] database returned None for page_id: Björn_Ulvaeus, passage_idx: 0
